[04: 02: 54] [ip]: ::ffff:159.192.219.75 - [method]: OPTIONS [url]: /api/v1/land/get_land_list HTTP/1.1 [status]: 200 [response-time]: 4.121 ms [client]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36
[04: 02: 54] [ip]: ::ffff:159.192.219.75 - [method]: GET [url]: /api/v1/land/get_land_list HTTP/1.1 [status]: 304 [response-time]: 7.274 ms [client]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36
[04: 02: 54] [ip]: ::ffff:159.192.219.75 - [method]: GET [url]: /api/v1/land/image/announce-01.jpg HTTP/1.1 [status]: 304 [response-time]: 6.396 ms [client]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36
[04: 02: 54] [ip]: ::ffff:159.192.219.75 - [method]: GET [url]: /api/v1/land/image/announce-02.jpg HTTP/1.1 [status]: 304 [response-time]: 6.993 ms [client]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36
[04: 02: 54] [ip]: ::ffff:159.192.219.75 - [method]: OPTIONS [url]: /api/v1/order/get_land_order HTTP/1.1 [status]: 200 [response-time]: 0.836 ms [client]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36
[04: 02: 54] [ip]: ::ffff:159.192.219.75 - [method]: GET [url]: /api/v1/order/get_land_order HTTP/1.1 [status]: 304 [response-time]: 6.862 ms [client]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36
[04: 02: 54] [ip]: ::ffff:159.192.219.75 - [method]: GET [url]: /api/v1/land/get_land_list HTTP/1.1 [status]: 304 [response-time]: 3.338 ms [client]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36
[04: 02: 54] [ip]: ::ffff:159.192.219.75 - [method]: GET [url]: /api/v1/order/get_land_order HTTP/1.1 [status]: 304 [response-time]: 4.366 ms [client]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36
[04: 02: 54] [ip]: ::ffff:159.192.219.75 - [method]: OPTIONS [url]: /api/v1/user/get_user HTTP/1.1 [status]: 200 [response-time]: 0.847 ms [client]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36
[04: 02: 54] [ip]: ::ffff:159.192.219.75 - [method]: OPTIONS [url]: /api/v1/land/get_land_user HTTP/1.1 [status]: 200 [response-time]: 0.186 ms [client]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36
[04: 02: 54] [ip]: ::ffff:159.192.219.75 - [method]: POST [url]: /api/v1/user/get_user HTTP/1.1 [status]: 200 [response-time]: 2.407 ms [client]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36
[04: 02: 54] [ip]: ::ffff:159.192.219.75 - [method]: GET [url]: /api/v1/land/get_land_user HTTP/1.1 [status]: 304 [response-time]: 3.182 ms [client]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36
[04: 02: 54] [ip]: ::ffff:159.192.219.75 - [method]: OPTIONS [url]: /api/v1/order/get_land_order HTTP/1.1 [status]: 200 [response-time]: 0.504 ms [client]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36
[04: 02: 54] [ip]: ::ffff:159.192.219.75 - [method]: GET [url]: /api/v1/order/get_land_order HTTP/1.1 [status]: 304 [response-time]: 2.659 ms [client]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36
[04: 02: 54] [ip]: ::ffff:159.192.219.75 - [method]: OPTIONS [url]: /api/v1/land/get_land_list HTTP/1.1 [status]: 200 [response-time]: 0.345 ms [client]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36
[04: 02: 54] [ip]: ::ffff:159.192.219.75 - [method]: GET [url]: /api/v1/land/get_land_list HTTP/1.1 [status]: 304 [response-time]: 1.600 ms [client]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36
[04: 02: 54] [ip]: ::ffff:159.192.219.75 - [method]: GET [url]: /api/v1/land/image/announce-01.jpg HTTP/1.1 [status]: 304 [response-time]: 0.821 ms [client]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36
[04: 02: 54] [ip]: ::ffff:159.192.219.75 - [method]: OPTIONS [url]: /api/v1/land/get_land_information HTTP/1.1 [status]: 200 [response-time]: 0.281 ms [client]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36
[04: 02: 54] [ip]: ::ffff:159.192.219.75 - [method]: POST [url]: /api/v1/user/get_user HTTP/1.1 [status]: 200 [response-time]: 2.980 ms [client]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36
[04: 02: 54] [ip]: ::ffff:159.192.219.75 - [method]: GET [url]: /api/v1/land/image/map-02.jpg HTTP/1.1 [status]: 304 [response-time]: 4.346 ms [client]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36
[04: 02: 54] [ip]: ::ffff:159.192.219.75 - [method]: POST [url]: /api/v1/land/get_land_information HTTP/1.1 [status]: 200 [response-time]: 3.003 ms [client]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36
[04: 02: 54] [ip]: ::ffff:159.192.219.75 - [method]: OPTIONS [url]: /api/v1/order/get_land_order HTTP/1.1 [status]: 200 [response-time]: 0.455 ms [client]: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.79 Safari/537.36
[04: 02: 54] [ip]: ::ffff:159.192.219.75 - [method]: GET [url]: /api/v1/order/get_land_order HTTP/1.1 [status]: 200 [response-time]: 0.821 ms [client]: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.79 Safari/537.36
[04: 02: 54] [ip]: ::ffff:159.192.219.75 - [method]: OPTIONS [url]: /api/v1/product/get_product HTTP/1.1 [status]: 200 [response-time]: 0.699 ms [client]: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.79 Safari/537.36
[04: 02: 54] [ip]: ::ffff:159.192.219.75 - [method]: GET [url]: /api/v1/product/get_product HTTP/1.1 [status]: 200 [response-time]: 5.566 ms [client]: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.79 Safari/537.36
[04: 02: 54] [ip]: ::ffff:159.192.219.75 - [method]: GET [url]: /api/v1/product/image/product-4.jpg HTTP/1.1 [status]: 200 [response-time]: 9.912 ms [client]: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.79 Safari/537.36
[04: 02: 54] [ip]: ::ffff:159.192.219.75 - [method]: GET [url]: /api/v1/product/image/product-1.jpg HTTP/1.1 [status]: 200 [response-time]: 10.447 ms [client]: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.79 Safari/537.36
[04: 02: 54] [ip]: ::ffff:159.192.219.75 - [method]: GET [url]: /api/v1/product/image/product-2.jpg HTTP/1.1 [status]: 200 [response-time]: 10.613 ms [client]: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.79 Safari/537.36
